ModelNum m_N2 m_N1 m_C1 dM X0G X0qq X0ll X0nn X1qq X1ln 
10000495.slha 326.034856 -323.669304 325.129341 2.3655519999999797 0.28452479 0.423603008 0.070241705 0.2106809174 0.00656966514 0.00437991436 
10000840.slha 609.183479 -607.4591 608.317112 1.724378999999999 0.3269291 0.38160645000000004 0.0633173536 0.1899197762 0.0229363704 0.015290949 
10001066.slha 222.436002 -220.156102 221.306768 2.279899999999998 0.294750329 0.401465153 0.0664764968 0.19952332039999998 0.0226697088 0.0151149916 
10001449.slha -220.317552 218.594203 219.754209 1.7233490000000131 0.417345301 0.34785645759999995 0.0576878882 0.1730224019 0.00245277138 0.001635180056 
10001631.slha -289.719391 287.794418 288.245701 1.9249729999999659 0.270221165 0.2935883599 0.0487113874 0.1461067229 0.1448233994 0.0965489644 
10001640.slha 439.583895 -437.362771 438.525624 2.221123999999975 0.230915009 0.441905028 0.07328575 0.2198546492 0.020423766 0.01361579764 
10001786.slha 341.523031 -339.574416 341.038063 1.948615000000018 0.347603027 0.391740917 0.064887642 0.1945894553 0.000707383544 0.000471574956 
10001796.slha -225.250747 223.441 224.455026 1.8097469999999873 0.407785518 0.3453264689 0.0572625058 0.1717503031 0.01072513484 0.00715006984 
10001997.slha 281.46401 -279.138751 280.230888 2.32525899999996 0.262780888 0.410615074 0.068145406 0.2044009018 0.0324346564 0.02162307536 
10002581.slha 212.436715 -210.881674 211.820143 1.5550409999999886 0.487966594 0.3021041397 0.0501618756 0.1504657976 0.00558095656 0.00372063638 
10002804.slha 502.801745 -500.679029 502.007559 2.1227159999999685 0.253799334 0.44234469600000004 0.0734363484 0.22027735440000001 0.00608536022 0.00405690772 
10003836.slha -114.73043 113.121454 114.522443 1.6089759999999984 0.498785667 0.3013995624 0.0499563102 0.1498239085 2.07308852e-05 1.382061312e-05 
10004373.slha -111.00508 109.332278 110.546484 1.6728020000000043 0.45988199 0.32372503880000003 0.053707278 0.1610904321 0.000957156686 0.000638103932 
10006183.slha 439.218866 -437.041943 437.905456 2.176922999999988 0.223987413 0.405448103 0.0672521654 0.2017134699 0.0609597656 0.040639084 
100066.slha 137.734921 -135.980356 137.313101 1.7545650000000137 0.438753317 0.3369999305 0.0558596216 0.16752936029999999 0.000514666028 0.000343104984 
10007529.slha -806.098075 803.898206 805.34062 2.199869000000035 0.316305917 0.407309241 0.0675667596 0.2026577955 0.0036961719 0.002464115648 
10008602.slha 164.171646 -162.492878 163.769726 1.6787680000000194 0.471307018 0.31735005250000003 0.0526457162 0.1579089517 0.000472955598 0.0003153054816 
10008918.slha -425.413804 423.241932 425.174847 2.1718720000000076 0.284522918 0.4301059589999999 0.0713472014 0.21400184300000002 1.324687528e-05 8.83124864e-06 
10009283.slha -397.895963 395.799425 397.067601 2.0965380000000096 0.327810368 0.3966189 0.0659078108 0.1977178489 0.00716704342 0.00477802856 
10009645.slha 286.480437 -284.336345 285.2905 2.1440920000000006 0.287259697 0.389822277 0.0646450908 0.193893878 0.0386274186 0.02575163904 
1001027.slha -789.223223 787.559432 788.5688 1.6637909999999465 0.354767785 0.3812343 0.0632036034 0.1895602357 0.00674045264 0.004493624 
10010848.slha 224.619989 -222.920746 224.11284 1.6992429999999956 0.445375933 0.3318752276 0.0550738618 0.165201007 0.001484380546 0.00098959028 
10010984.slha 252.551543 -250.111603 251.58441 2.439940000000007 0.267400042 0.432500573 0.0717026304 0.215050292 0.00800787684 0.00533858628 
10012050.slha 377.145623 -375.134641 376.377408 2.0109820000000127 0.307357264 0.410036527 0.0680433984 0.2040946723 0.0062808811 0.0041872572 
10012540.slha -639.609027 637.787556 638.889393 1.821470999999974 0.277885081 0.426201703 0.0707800696 0.21231461020000003 0.00769112264 0.00512741304 
10015075.slha -216.839878 214.683991 216.737552 2.155887000000007 0.317623395 0.410678298 0.0679489496 0.2037492941 0.0 6.29308292e-08 
10018142.slha 508.212325 -506.256797 507.597013 1.9555280000000153 0.290410481 0.42403198200000003 0.0703745944 0.21108871880000002 0.00245653406 0.00163768966 
10018366.slha 320.262777 -318.123534 318.878248 2.1392430000000218 0.275633541 0.3587567238 0.0594503564 0.17829399740000001 0.076719272 0.05114611 
10018378.slha 855.15372 -852.887737 854.177065 2.2659830000000056 0.150130799 0.497073307 0.0824232798 0.2472149288 0.0138946443 0.00926304204 
1001992.slha -539.212343 536.760154 538.305665 2.4521889999999757 0.193169677 0.47842858699999996 0.0795205924 0.2385457143 0.00620126176 0.00413416928 
10021012.slha -116.504561 114.590025 115.870551 1.9145359999999982 0.395740517 0.36056220299999997 0.0597962144 0.1793456245 0.0027332708 0.001822171592 
10021743.slha -694.18021 692.674747 694.102567 1.5054629999999634 0.369577084 0.378758505 0.0629208116 0.1887435137 0.0 8.6407615e-08 
10021826.slha 454.541786 -452.239142 452.995895 2.3026439999999866 0.191277381 0.38695480000000004 0.0641876846 0.19256430540000002 0.099009346 0.066006482 
1002548.slha -135.50766 133.065998 134.575227 2.4416619999999796 0.280011788 0.4263895200000001 0.070665411 0.2119317422 0.0066009194 0.00440061996 
1002712.slha -373.855588 371.663016 373.342283 2.192571999999984 0.377656657 0.374122193 0.0618737976 0.1855170771 0.00049825736 0.0003320185304 
10027937.slha 369.249859 -367.313337 368.228609 1.936522000000025 0.353036725 0.36131934499999996 0.0598791684 0.17958138839999999 0.0277100304 0.01847334368 
10028594.slha 667.725331 -665.5767 667.053341 2.148631000000023 0.211500307 0.47121624900000003 0.0782246834 0.2346413672 0.00265043908 0.00176695522 
10030575.slha 142.359317 -139.894131 140.901657 2.465186000000017 0.250611467 0.39610879499999996 0.065666318 0.19694573990000003 0.0544006788 0.03626700224 
10030689.slha -394.22002 391.834006 393.379966 2.3860139999999888 0.208222093 0.471242585 0.078148353 0.2343890315 0.00479877002 0.003199166704 
10031704.slha 617.086711 -614.951487 616.349709 2.135223999999994 0.214271206 0.467733903 0.0777128654 0.2331173244 0.00429882134 0.002865880424 
10032035.slha -405.399343 403.73831 404.503287 1.661032999999975 0.363404631 0.35226846070000006 0.0585101174 0.1755143053 0.030181499 0.02012098696 
10032257.slha -285.704942 283.988529 285.153111 1.7164129999999886 0.419534603 0.3464709293 0.0575688008 0.1726926297 0.00223982064 0.001493217008 
10032947.slha -406.41547 404.791692 407.293458 1.6237780000000157 0.378640284 0.37366717800000004 0.0619359422 0.1857565962 0.0 0.0 
10033321.slha 432.953617 -430.684896 432.161034 2.2687210000000277 0.23717457 0.453967512 0.0753676288 0.2260715305 0.00445126024 0.002967498048 
10034054.slha -643.319669 640.92361 642.419861 2.396058999999923 0.186549014 0.48195025299999994 0.0800675856 0.24018010509999999 0.00675182418 0.00450121724 
10035224.slha 310.045833 -307.776771 308.970674 2.2690620000000195 0.264361533 0.42290688400000004 0.0702466826 0.21078793569999998 0.01901818096 0.01267878412 
10036331.slha 1048.80965 -1046.88178 1047.80803 1.9278699999999844 0.404850309 0.3340820559 0.0553851786 0.1661332466 0.0237297226 0.0158194886 
10036643.slha 308.04578 -305.994648 307.200238 2.0511319999999955 0.320220884 0.399313538 0.066357348 0.1992363902 0.00892310398 0.00594873656 
10037741.slha 338.248618 -336.183223 337.546864 2.0653950000000236 0.309676974 0.41125817 0.0683115768 0.2049147194 0.00350312518 0.002335435716 
10037871.slha -308.823092 307.297142 309.180756 1.5259499999999662 0.448156644 0.3317479391 0.0550321092 0.1650633085 0.0 0.0 
10039748.slha -160.699595 158.764195 159.420008 1.9353999999999871 0.330970074 0.3246469668 0.0538902516 0.1616467994 0.0773075626 0.0515383464 
10041227.slha -272.255306 269.855639 271.281406 2.399667000000022 0.232697877 0.451715419 0.0749986064 0.22496471290000003 0.00937402796 0.00624935748 
10041538.slha -620.23861 617.859321 619.327208 2.3792889999999716 0.185116617 0.48188811100000006 0.0801492584 0.24043916259999998 0.0074441104 0.00496274176 
10041595.slha 609.69706 -607.27286 609.13536 2.424199999999928 0.161615858 0.503684368 0.0834239162 0.2502193346 0.000633944294 0.000422579428 
10041643.slha -370.106305 367.854324 368.976758 2.2519810000000007 0.248757435 0.42585084500000003 0.0707940858 0.21236971529999998 0.0253367496 0.01689116908 
10041813.slha -685.000671 682.984044 685.653687 2.0166269999999713 0.052338036 0.569636736 0.09451937 0.2835058583 0.0 0.0 
1004395.slha -437.197419 435.473068 436.489583 1.7243510000000128 0.431964432 0.3342987411 0.0553967338 0.1661338537 0.00732467822 0.00488156132 
10044230.slha 279.581173 -277.533755 279.73027 2.0474179999999933 0.374779139 0.37576752799999996 0.0623612444 0.18709208930000001 0.0 0.0 
10044251.slha 422.871883 -420.442111 421.873922 2.429772000000014 0.219949889 0.458842492 0.0761021768 0.2282636192 0.01010515912 0.00673666444 
10044509.slha 191.873347 -189.888943 190.928022 1.9844039999999836 0.36294159 0.36597324899999994 0.0607133984 0.1821026725 0.0169614603 0.01130763044 
1004490.slha -243.401931 241.816996 242.967513 1.5849350000000015 0.469476439 0.3178024207 0.0527979898 0.1583791937 0.00092637425 0.0006175826 
10045138.slha 174.81299 -172.620647 173.748079 2.1923430000000224 0.312707403 0.393173429 0.0651370704 0.19534478 0.0201824048 0.01345491304 
10046540.slha 941.276373 -939.180427 940.105094 2.0959460000000263 0.145083269 0.46609550000000005 0.0774046304 0.2321859034 0.047538472 0.03169222472 
10047262.slha -134.122657 131.861756 133.286971 2.26090099999999 0.317034847 0.405185307 0.0672394612 0.2016822829 0.00531485974 0.003543242256 
10047689.slha 686.006502 -684.279331 685.220803 1.7271709999999985 0.238752696 0.441178473 0.0733137862 0.2199236694 0.01609882874 0.01073254668 
10048029.slha 184.110069 -182.098178 183.254378 2.01189100000002 0.39198437 0.3564730746 0.0589869554 0.1768696538 0.00941159908 0.00627434752 
10048599.slha 313.659634 -312.124408 313.260398 1.535225999999966 0.461033931 0.3232448308 0.0536352942 0.1608780065 0.000724762294 0.000483174292 
10049508.slha 1069.70499 -1067.94927 1069.40615 1.755719999999883 0.250632757 0.450379453 0.0747081916 0.2240787478 0.0001205099274 8.03398852e-05 
10049609.slha 126.381305 -124.568715 125.630912 1.8125900000000001 0.426356708 0.3370483397 0.0559183314 0.16772289610000002 0.00777223048 0.00518149448 
