ModelNum m_N2 m_N1 m_C1 dM X0G X0qq X0ll X0nn X1qq X1ln 
1000260.slha -307.36037 297.373195 300.791328 9.98717499999998 0.00968118938 0.470089073752 0.0858223091 0.1822831284 0.1737848316 0.078339468 
10008551.slha -237.410958 227.037433 231.140224 10.373525 0.0126402878 0.51352308213 0.09403295519999999 0.1983626017 0.12537079 0.056070283900000004 
10012219.slha -210.045232 200.256549 207.515212 9.788682999999992 0.021769717 0.6201654391360001 0.1134204657 0.24157868640000002 0.0022808128 0.0007848796574 
10023120.slha 1089.9112 -1079.94819 1080.77821 9.96300999999994 0.124493218 0.200429578795 0.0366526145 0.077895695 0.3807479868 0.17978090680000003 
10023278.slha -145.812988 136.017215 140.134901 9.795772999999997 0.0148751788 0.528464932609 0.0966223771 0.2053540052 0.1075602304 0.04712327652 
10031927.slha 377.935548 -367.533304 371.122829 10.402243999999996 0.00970471705 0.47368071311999993 0.0866839845 0.18291872409999999 0.169903034 0.0771088268 
10035792.slha -246.712669 236.249406 239.767922 10.463263000000012 0.0096537573 0.4646634855699999 0.0849816852 0.1795111008 0.1794947204 0.0816952516 
10039191.slha 612.315584 -602.693005 605.450419 9.622578999999973 0.490038604 0.21545334659999998 0.0393167949 0.083784734 0.1178352608 0.053571259780000005 
10048784.slha 172.255297 -162.167435 166.961983 10.087862000000001 0.0172113674 0.56290951261 0.1027894062 0.21800577710000002 0.0692591408 0.029824796160000003 
10058550.slha 250.670222 -240.342355 245.158287 10.327866999999998 0.0149344774 0.56025276903 0.1024322898 0.2167135984 0.0736490056 0.03201786004 
10068890.slha -702.659 692.612567 699.602351 10.046432999999979 0.00822382654 0.62661064084 0.1147645981 0.2436382175 0.00496093084 0.0018017851456 
1007269.slha 116.510182 -106.277848 111.61117 10.232333999999994 0.0175339544 0.5835714948799999 0.10670460130000001 0.22597189239999999 0.046562266 0.01965579106 
10075675.slha 358.087235 -348.251909 352.399785 9.83532600000001 0.0150097795 0.5325685809630001 0.0970750717 0.2065881581 0.1034569752 0.04530143406 
10088876.slha -304.738576 294.728454 300.810799 10.010122000000024 0.0151531842 0.611223794992 0.1120364586 0.23732748450000002 0.01738790072 0.006871177266 
10120083.slha -132.325139 122.112343 126.705812 10.212796000000012 0.0155975528 0.54758279384 0.1000498409 0.2117792832 0.086997424 0.037993103959999996 
10126946.slha 110.917383 -100.532959 105.754673 10.384423999999996 0.0168444667 0.57553170852 0.10513736770000001 0.22234966699999997 0.0561221136 0.02401467648 
10217200.slha -371.473075 361.620107 364.662498 9.852967999999976 0.0 0.0 0.0 0.0 0.0 0.0 
10220916.slha -318.848203 309.018934 312.257887 9.82926900000001 0.0104075631 0.457959866583 0.0835445304 0.1778196268 0.186257278 0.0840111344 
10221487.slha -622.05685 612.041663 617.903813 10.015187000000083 0.00517929724 0.613026806288 0.1120825175 0.2379722962 0.02263482772 0.009104253734 
10227825.slha 208.780277 -198.392307 205.110495 10.387970000000024 0.018638829 0.61590588415 0.1126289912 0.2381294404 0.01060185768 0.00409499618 
1023217.slha -751.56799 741.914017 743.722414 9.653973000000065 0.329760273 0.21616933943707203 0.039439075000000004 0.0841323837 0.2258067876 0.104692141 
10239233.slha 584.936161 -574.696398 578.457164 10.239762999999925 0.489190584 0.254782118871 0.046640781299999996 0.0987800071 0.076299988 0.03430652054 
10244902.slha 284.774274 -275.222352 282.704268 9.55192199999999 0.0201262449 0.62234743 0.1137012244 0.24257735349999998 0.000935123404 0.00031262456876 
10252230.slha -356.583393 346.116428 349.70302 10.466965000000016 0.0118802123 0.47035501172 0.08532345050000001 0.181283637 0.1727620212 0.078395668 
10285685.slha -279.423585 269.38843 272.80972 10.035154999999975 0.00715701378 0.46990622399299997 0.0861200347 0.1817561963 0.1757643336 0.07929619660000001 
10289750.slha -261.866518 251.644632 256.163668 10.221885999999984 0.0141668499 0.54611817221 0.09977775959999999 0.2113422299 0.0894175576 0.03917743194 
10320268.slha -234.943881 225.101146 231.130202 9.842735000000005 0.0187175076 0.610097931265 0.11134442149999998 0.2369393198 0.0164604708 0.006440350096 
1032066.slha -745.106545 735.498758 740.535868 9.60778700000003 0.485489864 0.30719969319999996 0.0560785454 0.1196379542 0.02234188516 0.009252058359999999 
10340209.slha -274.97806 264.590418 268.506342 10.387642000000028 0.0118340091 0.49955040889 0.0914777541 0.1929137652 0.1408743628 0.06334970008 
10345710.slha -589.795362 580.284735 585.100882 9.510627 0.00972113041 0.5840621960000001 0.1065540898 0.2271996418 0.0511150048 0.021347936560000003 
10356567.slha 422.29597 -412.149596 418.489825 10.146374000000037 0.0159144936 0.61438452448 0.1122940959 0.23806357449999999 0.0139059368 0.005437375096000001 
10368423.slha -191.334749 181.598826 189.398821 9.735922999999985 0.0241147271 0.620326676554 0.1132434757 0.2414873663 0.000620742332 0.0002070112127142 
10383867.slha -696.326812 686.802523 688.962561 9.524289000000067 0.307680058 0.2506581944 0.0460464498 0.097637884 0.2041252396 0.0938521744 
10389094.slha 270.79332 -261.204594 263.96954 9.588726000000008 0.00893127729 0.41756281559999997 0.0771341345 0.1620538814 0.2295874716 0.1047304204 
10396539.slha -168.745991 158.36365 164.00356 10.382340999999997 0.0198824036 0.5918867760600001 0.1079323873 0.2281835769 0.03674276792 0.015372088180000002 
10414712.slha -633.794696 623.561279 625.992084 10.233417000000031 0.388087124 0.22820771255100003 0.0417518053 0.08843496070000001 0.173257136 0.0802612612 
10420077.slha -206.247076 196.031324 199.26305 10.21575199999998 0.00964197595 0.4452166650700001 0.081407251 0.17247991299999998 0.2000994084 0.0911547866 
10420589.slha -200.861912 191.222444 196.174089 9.639467999999994 0.0182563229 0.5811701009593693 0.1059287575 0.2258977944 0.04850884 0.020238185359999997 
10424516.slha -202.365542 192.314127 195.328055 10.051414999999992 0.00935028547 0.428576458302 0.0783473182 0.1662293261 0.2180288332 0.0994677794 
10432666.slha 123.538821 -113.580449 118.781916 9.958371999999997 0.0185969145 0.5834464726530001 0.10646724569999999 0.2262847496 0.045959426 0.01924519072 
1043315.slha 189.10088 -179.13935 182.39326 9.961529999999982 0.0115992475 0.453146959797 0.08263494830000001 0.1755978074 0.1907298652 0.08629117160000001 
10449940.slha 190.185411 -179.867836 185.134983 10.317574999999977 0.0154387491 0.58138678648 0.1066719827 0.2249263343 0.0501931948 0.02138295226 
10451122.slha 572.605839 -562.360787 564.628605 10.245051999999987 0.418096395 0.20753032367 0.038041114200000004 0.0805385208 0.1746619224 0.0811317248 
10468631.slha 514.32243 -504.074599 507.327232 10.247831000000076 0.528449054 0.213505781295 0.039087887099999996 0.0827632512 0.0935576756 0.04263635064 
10470740.slha 467.050467 -456.887068 459.643243 10.163399000000027 0.564047408 0.177141933171 0.03234702451 0.0685119668 0.1081816512 0.0497700163 
1049186.slha 409.826109 -400.03484 402.53876 9.791269 0.00575911707 0.38828887419099994 0.07079205529999999 0.15078836439999999 0.2635113948 0.1208601952 
10534363.slha -219.901047 209.560128 215.347133 10.340919000000014 0.0201118527 0.5966715315900001 0.10905466589999999 0.231139218 0.03042470624 0.01259802666 
10549706.slha 361.909855 -351.823079 353.771395 10.086775999999986 0.00485734076 0.325445889938 0.0595147858 0.1262754608 0.3301172876 0.15378923500000002 
10550487.slha -226.148644 215.832923 218.38574 10.315720999999996 0.00718651283 0.37719632479 0.06888041140000001 0.1459836706 0.2739474944 0.126805586 
10551192.slha -271.974652 261.690742 265.881575 10.283909999999992 0.0134584453 0.52253990219 0.0953471702 0.2017744252 0.1155444604 0.05133559688 
10551258.slha 489.494992 -479.647819 483.110626 9.847172999999998 0.00961074681 0.479946692986 0.0876147077 0.1864747677 0.1631810312 0.0731720547 
10552837.slha -526.894097 517.008575 519.462638 9.885522000000037 0.518839022 0.18439260208000002 0.03370939631 0.0717115247 0.1310576848 0.0602897696 
10578207.slha 254.127077 -243.755595 251.739374 10.371482000000015 0.0180224429 0.62420158908 0.11429295019999999 0.2417682808 0.0012795957 0.00043514266933999995 
10584469.slha 209.47416 -199.042507 206.354066 10.431653000000011 0.0159832583 0.62300034611 0.11389884180000001 0.2406804258 0.00471363896 0.0017234889503999998 
10591302.slha 311.636455 -301.236439 306.00649 10.400015999999994 0.0128417525 0.5576555247199999 0.1020589033 0.2156482314 0.07780031 0.03399527736 
10592530.slha 408.859717 -398.874167 408.632685 9.98554999999999 0.0 0.0 0.0 0.0 0.0 0.0 
10622369.slha -666.549442 656.587089 665.08034 9.962353000000007 0.00669799932 0.63128076959 0.11592791420000001 0.24597870439999997 6.87671066e-05 4.58449068e-05 
10631531.slha -314.427178 304.542682 308.002741 9.884496000000013 0.0127390541 0.476401354197 0.0867860633 0.1845746891 0.1652943812 0.07420445724 
1064654.slha 248.077648 -237.841553 241.605276 10.236095000000006 0.0114788346 0.49146756908999994 0.0899263431 0.1901986866 0.1496593004 0.06726926596 
10647020.slha -517.597749 507.748784 513.106346 9.848965000000021 0.011199234 0.5974528210089999 0.1091604402 0.232199992 0.03540251756 0.01458499486 
10648569.slha 206.142989 -196.392578 200.580795 9.750411000000014 0.0163309421 0.5359207667286 0.09765429219999999 0.2078265951 0.0990827932 0.04318461148 
10659098.slha -275.524678 265.938062 272.339781 9.586615999999992 0.0189349631 0.61752914 0.1126274996 0.2403402638 0.00772423488 0.0028438997460000005 
10661736.slha 721.184781 -711.398725 715.237185 9.78605600000003 0.456086167 0.2824490300742 0.0515467858 0.1098063738 0.0694195588 0.030692084839999998 
10665901.slha -251.396398 241.379039 246.151987 10.017358999999999 0.0141838374 0.566180363459 0.1034208661 0.2195844878 0.0675914308 0.02903901412 
10669723.slha 719.354674 -709.561755 711.941156 9.792919000000097 0.388851668 0.2312727467701 0.042181100400000004 0.0897905103 0.1698082752 0.0780956992 
10676535.slha -1168.77526 1158.67181 1161.09419 10.103449999999839 0.172394484 0.311199071794 0.0571001198 0.12110258270000002 0.2312852612 0.1069184808 
10713327.slha -286.276164 276.75921 279.430507 9.516953999999998 0.00908867976 0.4118087442 0.074933558 0.1602648101 0.2365181868 0.1073860208 
1071796.slha 162.503642 -152.438949 157.174669 10.064693000000005 0.0167783156 0.56042069031 0.10229317240000001 0.21704983429999997 0.0722818652 0.031176121660000004 
10718016.slha -162.30879 152.64495 159.34848 9.663839999999993 0.0228399905 0.61699067101391 0.1125977162 0.240349111 0.00531275984 0.0019097514830000001 
10724264.slha -194.163456 184.389663 188.134079 9.773792999999984 0.0139452938 0.502053778958 0.09175893060000001 0.1951679854 0.1365157368 0.06055827454 
10735761.slha -141.467891 131.231028 135.81369 10.236863 0.014783602 0.5475160554899999 0.1001389614 0.2119980648 0.0873599232 0.03820339332 
10740508.slha 147.768796 -137.534849 146.558902 10.233947 0.0237629701 0.62064521907 0.1147405033 0.2408098647 2.4866211e-05 1.657741676e-05 
10763864.slha 202.547434 -192.850715 197.252015 9.696719000000002 0.0168094655 0.551369586832 0.1004819029 0.21422698759999997 0.0818546668 0.03525739118000001 
10769082.slha 722.136157 -711.770961 713.888325 10.365195999999969 0.301217828 0.23754084662 0.0434703256 0.091903031 0.2221807056 0.1036872632 
10774529.slha 655.306162 -645.391646 656.025189 9.914515999999935 0.00332956852 0.634007525928 0.11598559620000001 0.2466773084 0.0 0.0 
10788200.slha -300.750997 291.012911 294.596759 9.73808600000001 0.0133007368 0.49106465543930006 0.0893989244 0.1905100535 0.149269992 0.06645563842 
10806507.slha -937.846345 927.575544 936.012297 10.270801000000006 0.00753418535 0.6310988662 0.11592743890000001 0.24496828469999998 0.0003534160604 0.000117807558498004 
10808980.slha -450.82887 440.948858 442.955531 9.880012000000022 0.549657133 0.151925053801 0.027734074230000003 0.05900579190000001 0.1446080584 0.06706988842 
10836448.slha 134.858773 -124.689683 129.424076 10.169090000000011 0.0172319796 0.55655464501 0.1017313769 0.2151150281 0.0762958096 0.03307116116 
10854690.slha -449.452592 439.821198 444.429297 9.631394 0.0104408939 0.569785962 0.1041434659 0.2219271734 0.0657508052 0.027951699799999997 
10863787.slha 418.368537 -408.428303 416.265281 9.940233999999975 0.0167420018 0.6240002789510001 0.1152041456 0.2429548117 0.000823252056 0.00027550862527199997 
10891217.slha 668.392481 -658.229366 660.495125 10.163114999999948 0.360606952 0.22899481204199998 0.041872524800000005 0.0887405101 0.1911049324 0.08868026879999999 
10925216.slha -141.310345 131.309462 135.700747 10.000883000000016 0.0156939233 0.540441150151 0.09875154430000001 0.20974122420000002 0.0942342956 0.04113786266 
10930594.slha 767.842581 -757.729533 765.574131 10.113048000000049 0.00662337915 0.63094241462 0.1156487598 0.2453179266 0.001097388188 0.00037013218206 
10936235.slha -310.022032 300.273136 303.832677 9.748896000000002 0.012418928 0.48919892920709995 0.08930211 0.1902556048 0.1513543868 0.06747004052 
10965832.slha -908.478438 898.865401 900.270571 9.613036999999963 0.23289122 0.21739469780000004 0.0396249285 0.08464455879999999 0.2901406296 0.135303965 
10982062.slha -214.147422 203.692003 208.055588 10.455419000000006 0.0126535624 0.52984178506 0.0967906995 0.2044514611 0.1081906024 0.0480718898 
1099745.slha 130.600114 -120.412791 124.480679 10.187322999999992 0.0117847584 0.51511421181 0.0938379364 0.1987917939 0.124923294 0.055548004260000006 
11003791.slha -263.886735 253.853691 261.484439 10.03304399999999 0.0189671812 0.62289694231 0.1139904399 0.2420743864 0.001545064608 0.0005259859763 
11010394.slha 233.136207 -222.771437 229.267369 10.364770000000021 0.0171133899 0.61405273452 0.11227270410000001 0.23732990729999998 0.0138046264 0.005426637006000001 
11014385.slha -198.284616 188.101257 192.494864 10.183358999999996 0.0137010314 0.53856335611 0.0986042523 0.2089586095 0.0973674644 0.04280528548 
11028725.slha 291.037813 -281.386613 285.366709 9.651200000000017 0.0142982909 0.52580081377295 0.09614339209999999 0.2042512548 0.110901574 0.048604675619999996 
11031414.slha 479.294556 -469.037433 474.497443 10.257122999999979 0.0116847573 0.5934174131300001 0.108561257 0.2298766698 0.03976837548 0.0166915272 
11040148.slha 117.667265 -107.366314 114.020399 10.300950999999998 0.019641119 0.6142111740399999 0.11245051379999998 0.2380877876 0.01126681616 0.004342589388 
1104430.slha -488.654676 478.979082 481.254367 9.67559399999999 0.554203342 0.16488005236352 0.030084558759999998 0.0641341111 0.1278900336 0.058807901739999995 
