ModelNum m_N2 m_N1 m_C1 dM X0G X0qq X0ll X0nn X1qq X1ln X0ee X0mm X0tt X1en X1mn X1tn X0en X0mn X0tn 
10830374.slha 477.330932 -437.768323 437.932464 39.56260900000001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.019554951 0.0021867506 0.0 
11123623.slha -429.560974 -389.096373 389.266353 40.46460099999996 0.296199193 0.0675258163 0.05815553406 0.0470454405 0.2869617964 0.24411221959999999 0.00274672563 0.00274672563 0.0526620828 0.0425711648 0.0425711648 0.15896989 0.019332957 0.0025839056 0.0 
11364056.slha -556.489469 -516.269338 516.436251 40.22013100000004 3.73045279e-05 3.5257573619999995e-05 0.13928479928999998 0.18876308136 0.0240745426 0.6478050145199999 0.0688614935 0.0688614935 0.00156181229 0.318959548 0.318959548 0.00988591852 0.019403418 0.002369102 0.0 
12210837.slha -1395.19995 -1354.80872 1355.0069 40.39122999999995 0.00234658055 0.0013690233078000001 4.03442518e-05 2.384118594e-05 0.666967096 0.32925311339999996 1.36829497e-05 1.36829497e-05 1.29783524e-05 0.1101164892 0.1101164892 0.109020135 0.021037202 0.0051135089 0.0 
12755088.slha 515.547812 475.900738 485.31407 39.64707400000003 0.0384384718 7.30435155e-05 5.20031199e-05 1.994146383e-05 0.641418136 0.319998406 1.0674036e-05 1.0674036e-05 3.06550479e-05 0.1068826998 0.1068826998 0.1062330064 0.112978781 0.112978781 0.0960987927 
12971340.slha 562.304557 -522.284088 522.450963 40.02046900000005 0.0294448594 0.2004328174 0.04968668894 0.0303598043 0.518375052 0.1717007786 0.00319320817 0.00319320817 0.0433002726 0.034296491 0.034296491 0.1031077966 0.019405011 0.0023665414 0.0 
13961142.slha -281.645176 241.626139 241.788935 40.019037 0.00729964243 0.010972829279999999 0.31928507941 0.00188831141 0.02832993176 0.6322242058399999 0.000247398705 0.000247398705 0.318790282 0.00075131192 0.00075131192 0.630721582 0.0196659 0.0021025235 0.0 
14316251.slha -506.149346 -466.57346 466.738343 39.57588599999997 0.0465041166 0.16137429998 0.0021366267119999997 0.0003022549744 0.642656028 0.1470266736 0.000494207186 0.000494207186 0.00114821234 0.0486433778 0.0486433778 0.049739918 0.019504918 0.0022344281 0.0 
15372791.slha 534.5001 -494.61128 494.777108 39.88881999999995 0.0314431489 0.18644042488499998 0.0695590864371 0.06770381366958 0.382736608 0.26211691788 0.0347593442 0.0347593442 4.03980371e-05 0.1308925506 0.1308925506 0.00033181668 0.019451562 0.0022963596 0.0 
15522497.slha -628.279584 -588.449106 588.617376 39.83047799999997 0.0103133229 0.002637795327 0.009277030904 0.007012194524 0.629916836 0.34084282060000004 0.000206760472 0.000206760472 0.00886350996 0.1040940904 0.1040940904 0.1326546398 0.019361039 0.0024624854 0.0 
15964852.slha -172.425121 -132.222543 132.379141 40.20257799999999 0.00387507828 0.004408963081 0.1295165497 0.123791681 0.172965714 0.565442015 0.0565228289 0.0565228289 0.0164708919 0.241936136 0.241936136 0.081569743 0.020642513 0.001754599 0.0 
16109284.slha 497.897459 -458.397091 458.562076 39.50036800000004 0.0141294212 0.23762599610000001 0.01766994073 0.01137523607 0.6317886 0.08741080479999999 0.00533594313 0.00533594313 0.00699805447 0.0247724672 0.0247724672 0.0378658704 0.019498643 0.0022410511 0.0 
16381323.slha -235.86375 -195.473881 195.63613 40.389869000000004 0.000514566314 0.00043026131499999997 0.153388795 0.175889324 0.01873998972 0.6510370647999999 0.0608642803 0.0608642803 0.0316602344 0.25906089 0.25906089 0.1329152848 0.019719127 0.0020690914 0.0 
17300694.slha -396.730755 -356.844471 357.008712 39.88628399999999 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.019547782 0.0021931284 0.0 
18074477.slha -604.604616 564.368623 564.534748 40.23599300000001 0.00360856162 0.1964840613 0.0454337738 0.016484045936899998 0.570399264 0.1675902924 0.0047975616 0.0047975616 0.0358386506 0.0494729296 0.0494729296 0.0686444332 0.019437081 0.0023161037 0.0 
18629886.slha 178.003878 -138.199959 138.35746 39.80391899999998 0.0135471059 0.006971853061 0.145412239812 0.148973133214 0.0877056872 0.5973899812399999 0.000354834906 0.000354834906 0.14470257 0.01222235162 0.01222235162 0.572945278 0.020438221 0.0018007554 0.0 
18749377.slha 337.600659 -297.759476 297.923549 39.841183 0.0243415258 0.0068627912233 0.15769826236 0.16531464748 0.0157756354 0.6300071378000001 0.00162955318 0.00162955318 0.154439156 0.0059064879 0.0059064879 0.618194162 0.019559915 0.0021824239 0.0 
19513765.slha -169.946436 -130.422847 130.579288 39.523589000000015 0.0128295119 0.012456409452 0.14682426232600002 0.145223030868 0.091703242 0.5909635442000001 0.000103904163 0.000103904163 0.146616454 0.0110282281 0.0110282281 0.568907088 0.020680884 0.0017467529 0.0 
19678481.slha -1136.92564 -1096.54685 1096.97089 40.37878999999998 0.00105841238 0.0003801398995 1.6228481529999998e-05 2.9675405839999996e-05 0.667929668 0.3305858746 5.04334937e-06 5.04334937e-06 6.14178279e-06 0.1105554198 0.1105554198 0.109475035 0.065761533 0.048841795 0.0 
3519430.slha -492.932625 453.137949 453.30213 39.79467599999998 5.87508409e-08 0.12389960559999999 0.01035250016 0.0002458043754 0.655861032 0.2096409996 0.00300845658 0.00300845658 0.004335587 0.069490476 0.069490476 0.0706600476 0.019552057 0.0021892992 0.0 
3682352.slha 356.255113 315.822347 321.90054 40.432766000000015 0.0312926493 0.0001196561642 2.5493922299999998e-05 3.24933862e-05 0.645756964 0.3227727414 9.82464583e-06 9.82464583e-06 5.84463064e-06 0.1083246734 0.1083246734 0.1061233946 0.116068674 0.116068674 0.07656193 
3938514.slha -335.690878 295.946865 296.1172 39.744012999999995 0.00189882587 0.23673640490000003 0.01816532752 0.03055763552 0.586984052 0.1256577552 0.00494869638 0.00494869638 0.00826793476 0.0293039006 0.0293039006 0.067049954 0.019330758 0.0026096816 0.0 
5637525.slha 210.242353 -170.5619 170.716907 39.680453 0.0302210584 0.05496158046 0.112445970964 0.1077646023143 0.1898141024 0.5047926838 0.0560713682 0.0560713682 0.000303234564 0.237820238 0.237820238 0.0291522078 0.021075102 0.0016776524 0.0 
690859.slha -429.126422 389.287505 389.451596 39.83891699999998 0.0461019479 0.2223718177 0.06271632115 0.045534716408000005 0.40767316 0.21560203544000003 0.0292884422 0.0292884422 0.00413943675 0.099739798 0.099739798 0.01612243944 0.019558591 0.0021835684 0.0 
7993794.slha 252.134711 -211.804953 211.965719 40.329758 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.019890299 0.0019809585 0.0 
8479627.slha 547.548841 507.19189 507.356247 40.35695100000004 0.0258160162 0.3096697163 0.0002720589613 0.00039801841299999996 0.655805636 0.00803855394 9.24414419e-05 9.24414419e-05 8.71760775e-05 0.00271346798 0.00271346798 0.00261161798 0.019539622 0.0022005439 0.0 
